id,brand_name,presentation,dosage_raw,dci,labo_name,therapeutic_class,status,atc_code,price_ppv,price_hospital,toxicity_class,product_type,indications,is_psychoactive,contraindications,min_age,source_url
1666,"EPYCA 50 MG, Gélule [P]",Boite de 14,50 MG,Pregabaline,PROMOPHARM (HIKMA),Antiepileptique,Commercialisé,N03AX16,56.2,35.1,A,Médicament,"Douleurs neuropathiques
La prégabaline est indiqué dans le traitement des douleurs neuropathiques périphériques et centrales chez l'adulte.
Des études cliniques ont démontré l'efficacité de la prégabaline contre les douleurs neuropathiques dans la polyneuropathie diabétique, la névralgie postherpétique, ainsi que dans les lésions de la moelle épinière (modèles pour les douleurs neuropathiques d'origine centrale).
Épilepsie
La prégabaline est utilisé dans le traitement adjuvant des crises d'épilepsie partielles comportant ou non une généralisation secondaire chez les patients adultes qui répondent de façon insuffisante à d'autres antiépileptiques.
Troubles anxieux généralisés
La prégabaline est utilisé pour le traitement des troubles anxieux généralisés de l'adulte.",true,,,
1667,"EPYCA 75 MG, Gélule [P]",Boite de 14,75 MG,Pregabaline,PROMOPHARM (HIKMA),Antiepileptique,Commercialisé,N03AX16,68.9,43.0,A,Médicament,"Douleurs neuropathiques
La prégabaline est indiqué dans le traitement des douleurs neuropathiques périphériques et centrales chez l'adulte.
Des études cliniques ont démontré l'efficacité de la prégabaline contre les douleurs neuropathiques dans la polyneuropathie diabétique, la névralgie postherpétique, ainsi que dans les lésions de la moelle épinière (modèles pour les douleurs neuropathiques d'origine centrale).
Épilepsie
La prégabaline est utilisé dans le traitement adjuvant des crises d'épilepsie partielles comportant ou non une généralisation secondaire chez les patients adultes qui répondent de façon insuffisante à d'autres antiépileptiques.
Troubles anxieux généralisés
La prégabaline est utilisé pour le traitement des troubles anxieux généralisés de l'adulte.",true,,,
1668,"EQUIRAB 1000 UI / 5 ML, Solution stérile apyrogène",Boite de 1 flacon de 5 ml,1000 UI / 5 ML,Vaccin antirabique,INSTITUT PASTEUR MAROC,Vaccin,Commercialisé,J07,147.9,92.4,,,,false,,,
1669,"ERANFU 250 MG / 5 ML, Solution injectable",2 seringue pré-remplie,250 MG / 5 ML,Fulvestrant,SOTHEMA,Anti-estrogène,Commercialisé,L02BA03,2893.0,2567.0,A,,"Monothérapie
Traitement du cancer du sein localement avancé ou métastasé chez les femmes ménopausées (ménopause naturelle ou induite) possédant des récepteurs aux estrogènes positifs et chez lesquelles la pathologie a progressé après une hormonothérapie.

Traitement du cancer du sein à récepteurs d'œstrogènes positifs et à récepteur 2 du facteur de croissance épidermique humain (HER2) négatif, localement avancé ou métastasé, chez les femmes post-ménopausées n'ayant pas reçu de thérapie endocrine antérieurement.

Thérapie combinée par palbociclib
Faslodex est indiqué pour le traitement de femmes post-ménopausées souffrant d'un cancer du sein à récepteurs hormonaux (HR) positifs et à récepteur 2 du facteur de croissance épidermique humain (HER2) négatif, localement avancé ou métastasé, ayant reçu une thérapie endocrine antérieurement, en combinaison avec le palbociclib.

Chez les femmes pré-ménopausées ou péri-ménopausées, la thérapie endocrine doit être combinée à un agoniste de l'hormone de libération de la lutéinostimuline (luteinizing hormone-releasing hormone, LHRH).",false,,,
1670,"ERAXIN 500 MG, Comprimé pelliculé",Boite de 7,500 MG,Lévofloxacine,SYNTHEMEDIC,"Antibiotique, quinolone (inhibiteur de l'ADN-gyrase)",Commercialisé,J01MA12,103.7,64.8,A,Médicament,"Adultes :

Traitement des infections bactériennes chez l'adulte, dues à des germes sensibles à la lévofloxacine:
• Infections compliquées des voies urinaires et pyélonéphrite ;
La Lévofloxacine est indiquée chez les adultes pour les indications ci-dessous, lorsque les antibiotiques recommandés dans les traitements initiaux de ces infections sont jugés inappropriés.
• sinusite aiguë;
• exacerbation aiguë d'une bronchite chronique;
• pneumonie communautaire; l'expérience est pour l'instant insuffisante dans le traitement de la pneumonie à légionnelles;
• infections compliquées de la peau et des tissus mous;
Il convient de tenir compte des recommandations officielles quant à l’utilisation des antibiotiques, en particulier les conseils d’administration afin de limiter l’augmentation des résistances bactériennes.
Enfants et adolescents :

L'utilisation de la Lévofloxacine n'est pas indiquée chez l'enfant et l'adolescent de moins de 18 ans.",false,,,
1671,"ERAXIN 500 MG, Comprimé pelliculé",Boite de 10,500 MG,Lévofloxacine,SYNTHEMEDIC,"Antibiotique, quinolone (inhibiteur de l'ADN-gyrase)",Commercialisé,J01MA12,130.4,81.5,A,Médicament,"La lévofloxacine appartient à un groupe de médicaments appelés antibiotiques. La lévofloxacine est un antibiotique de type « quinolone ». Elle agit en tuant les bactéries responsables d’infections dans votre organisme.

La lévofloxacine peut être utilisé pour traiter les infections des :

- Sinus.

- Poumons, chez les personnes ayant des problèmes respiratoires chroniques ou une pneumonie.

- Voies urinaires, notamment au niveau de vos reins ou votre vessie.

- Prostate, lorsque vous avez une infection qui dure.

- Peau et tissus sous-cutanés, y compris les muscles. C’est ce que l’on appelle parfois les « tissus mous ».

Dans certaines situations particulières, la lévofloxacine peut être utilisé pour diminuer les risques de contracter une maladie pulmonaire appelée maladie du charbon ou les risques d’aggravation de la maladie après exposition à la bactérie responsable de la maladie du charbon.",false,"Les comprimés de lévofloxacine ne doivent pas être utilisés :

- chez les patients hypersensibles à la lévofloxacine ou à toute autre quinolone, ou à l’un des excipients,

- chez les patients épileptiques,

- chez les patients ayant des antécédents de tendinopathies liées à l’administration de fluoroquinolones,

- chez les enfants ou les adolescents en période de croissance,

- pendant la grossesse,

- chez les femmes qui allaitent.",,
1672,"ERBITUX 5 MG / ML, Solution pour perfusion",Flacon de 20 ml,5 MG / ML,Cetuximab,COOPER PHARMA,"Antinéoplasique, anticorps monoclonal (anti-EGFR)",Commercialisé,L01XC06,2331.0,1988.0,A,Médicament,"Erbitux est indiqué dans le traitement des patients présentant un cancer colorectal métastatique avec gène RAS de type sauvage exprimant le récepteur du facteur de croissance épidermique (EGFR)
- en association avec une chimiothérapie à base d’irinotecan,
- en association au FOLFOX, en 1re ligne,
- en monothérapie après échec d’un traitement à base d’oxaliplatine et d’irinotecan et en cas
d’intolérance à l’irinotecan.

Erbitux est indiqué dans le traitement des patients présentant un carcinome épidermoïde de la tête et du cou
- en association avec la radiothérapie en cas de maladie localement avancée,
- en association avec la chimiothérapie à base de sels de platine en cas de maladie récidivante
et/ou métastatique.",false,,,
1673,"ERECTOR 100 MG, Comprimé enrobé",Boîte de 1,100 MG,Sildénafil,GENPHARMA,Inhibiteurs de la phosphodiestérase de type 5,Commercialisé,G04BE03,43.0,26.9,A,Médicament,"Sildénafil est indiqué dans le traitement de la dysfonction érectile chez l'homme.
Sildénafil ne peut agir qu'en réponse à une stimulation sexuelle.",false,,,
1674,"ERECTOR 100 MG, Comprimé enrobé",Boite de 12,100 MG,Sildénafil,GENPHARMA,Inhibiteurs de la phosphodiestérase de type 5,Commercialisé,G04BE03,379.0,252.0,A,Médicament,"Sildénafil est indiqué dans le traitement de la dysfonction érectile chez l'homme.
Sildénafil ne peut agir qu'en réponse à une stimulation sexuelle.",false,,,
1675,"ERECTOR 100 MG, Comprimé enrobé",Boite de 8,100 MG,Sildénafil,GENPHARMA,Inhibiteurs de la phosphodiestérase de type 5,Commercialisé,G04BE03,269.0,168.2,A,Médicament,"Sildénafil est indiqué dans le traitement de la dysfonction érectile chez l'homme.
Sildénafil ne peut agir qu'en réponse à une stimulation sexuelle.",false,,,
1676,"ERECTOR 100 MG, Comprimé enrobé",Boite de 12,100 MG,Sildénafil,GENPHARMA,Inhibiteurs de la phosphodiestérase de type 5,Commercialisé,G04BE03,379.0,252.0,A,Médicament,"Sildénafil est indiqué dans le traitement de la dysfonction érectile chez l'homme.
Sildénafil ne peut agir qu'en réponse à une stimulation sexuelle.",false,,,
1677,"ERECTOR 100 MG, Comprimé enrobé",Boite de 8,100 MG,Sildénafil,GENPHARMA,Inhibiteurs de la phosphodiestérase de type 5,Commercialisé,G04BE03,269.0,168.2,A,Médicament,"Sildénafil est indiqué dans le traitement de la dysfonction érectile chez l'homme.
Sildénafil ne peut agir qu'en réponse à une stimulation sexuelle.",false,,,
1678,"ERECTOR 25 MG, Comprimé enrobé",Boîte de 1,25 MG,Sildénafil,GENPHARMA,Inhibiteurs de la phosphodiestérase de type 5,Commercialisé,G04BE03,23.4,14.6,A,Médicament,"Sildénafil est indiqué dans le traitement de la dysfonction érectile chez l'homme.
Sildénafil ne peut agir qu'en réponse à une stimulation sexuelle.",false,,,
1679,"ERECTOR 25 MG, Comprimé enrobé",Boîte de 2,25 MG,Sildénafil,GENPHARMA,Inhibiteurs de la phosphodiestérase de type 5,Commercialisé,G04BE03,42.0,26.3,A,Médicament,"Sildénafil est indiqué dans le traitement de la dysfonction érectile chez l'homme.
Sildénafil ne peut agir qu'en réponse à une stimulation sexuelle.",false,,,
1680,"ERECTOR 25 MG, Comprimé enrobé",Boite de 8,25 MG,Sildénafil,GENPHARMA,Inhibiteurs de la phosphodiestérase de type 5,Commercialisé,G04BE03,149.5,93.4,A,Médicament,"Sildénafil est indiqué dans le traitement de la dysfonction érectile chez l'homme.
Sildénafil ne peut agir qu'en réponse à une stimulation sexuelle.",false,,,
1681,"ERECTOR 50 MG, Comprimé enrobé",Boîte de 1,50 MG,Sildénafil,GENPHARMA,Inhibiteurs de la phosphodiestérase de type 5,Commercialisé,G04BE03,25.2,15.8,A,Médicament,"Sildénafil est indiqué dans le traitement de la dysfonction érectile chez l'homme.
Sildénafil ne peut agir qu'en réponse à une stimulation sexuelle.",false,,,
1682,"ERECTOR 50 MG, Comprimé enrobé",Boîte de 2,50 MG,Sildénafil,GENPHARMA,Inhibiteurs de la phosphodiestérase de type 5,Commercialisé,G04BE03,44.4,27.7,A,Médicament,"Sildénafil est indiqué dans le traitement de la dysfonction érectile chez l'homme.
Sildénafil ne peut agir qu'en réponse à une stimulation sexuelle.",false,,,
1683,"ERECTOR 50 MG, Comprimé enrobé",Boîte de 4,50 MG,Sildénafil,GENPHARMA,Inhibiteurs de la phosphodiestérase de type 5,Commercialisé,G04BE03,81.3,50.8,A,Médicament,"Sildénafil est indiqué dans le traitement de la dysfonction érectile chez l'homme.
Sildénafil ne peut agir qu'en réponse à une stimulation sexuelle.",false,,,
1684,"ERECTOR 50 MG, Comprimé enrobé",Boite de 12,50 MG,Sildénafil,GENPHARMA,Inhibiteurs de la phosphodiestérase de type 5 (Dysfonctionnement érectile),Commercialisé,G04BE03,243.0,152.5,A,Médicament,"Sildénafil est indiqué dans le traitement de la dysfonction érectile chez l'homme.
Sildénafil ne peut agir qu'en réponse à une stimulation sexuelle.",false,,,
1685,"ERECTOR 50 MG, Comprimé enrobé",Boite de 8,50 MG,Sildénafil,GENPHARMA,Inhibiteurs de la phosphodiestérase de type 5,Commercialisé,G04BE03,162.6,101.6,A,Médicament,"Sildénafil est indiqué dans le traitement de la dysfonction érectile chez l'homme.
Sildénafil ne peut agir qu'en réponse à une stimulation sexuelle.",false,,,
1686,"ERGIC 0.5 MG / ML, Solution buvable",Flacon de 60 ml,0.5 MG / ML,Desloratadine,GALENICA,Antihistaminiques H1,Commercialisé,R06AX27,23.4,14.6,C,Médicament,"Traitement symptomatique de la rhinite allergique.
Traitement symptomatique de l'urticaire.",false,,,
1687,"ERGIC 5 MG, Comprimé pelliculé",Boite de 14,5 MG,Désloratadine,GALENICA,Antihistaminiques H1,Commercialisé,R06AX27,33.6,21.0,C,,"Traitement symptomatique de la rhinite allergique.
Traitement symptomatique de l'urticaire.",false,,,
1688,"ERGIC 5 MG, Comprimé pelliculé",Boite de 30,5 MG,Désloratadine,GALENICA,Antihistaminiques H1,Commercialisé,R06AX27,65.4,40.9,C,,"Traitement symptomatique de la rhinite allergique.
Traitement symptomatique de l'urticaire.",false,,,
1689,"ERGIC 5 MG, Comprimé pelliculé",Boite de 7,5 MG,Désloratadine,GALENICA,Antihistaminiques H1,Commercialisé,R06AX27,18.7,11.7,C,,"Traitement symptomatique de la rhinite allergique.
Traitement symptomatique de l'urticaire.",false,,,
1690,ERGOGYL 200000 UI / 0.5 ML,Boite d'une ampoule dosée à 200000 UI,200000 UI / 0.5 ML,Ergocalciférol,SOTHEMA,Vitaminothérapie,Commercialisé,,11.2,7.0,C,Médicament,Traitement et ou la prophylaxie des états de carence vitaminique D,false,,,
1691,"ERLEADA 60 MG, Comprimé pelliculé",Boite de 112,60 MG,Apalutamide,MAPHAR,"Thérapeutique endocrine, antiandrogènes",Commercialisé,L02BB05,25402.0,24912.0,A,,"Erleada est indiqué
- dans le traitement des hommes adultes atteints d’un cancer de la prostate résistant à la castration non métastatique (nmCRPC) avec un risque élevé de développer une maladie métastatique.

- dans le traitement des hommes adultes atteints d’un cancer de la prostate métastatique
hormonosensible (mHSPC) en association avec un traitement par suppression androgénique
(ADT) (voir rubrique 5.1).",false,,,
